,Title,Rating,Content
706,"Nice speakers, but a design flaw results in excessive mains hum in left speaker",2,"Re the hum, actually I think you're underplaying it...it's really bad (especially in a quiet living room where the audible mains hum in the left speaker is intolerable). I have resolved the mains hum issue....but the solution is ugly.

So, I bought a pair of secondhand Eris e4.5 a couple of days ago off EBAY ...& instantly noticed the hum in the main active speaker was terriblle. I therefore consulted the net & read of many reports of this hum (I therefore suspected design fault, vs. being sold "
707,Gives a nice clear flat signal,5,"Gives a nice clear flat signal, exactly what you want from a set of monitors. Great to mix, produce and write on. I highly recommend them."
708,Amazing sound at this price,4,"I have had the Eris E4.5s for a year now and have thoroughly enjoyed the open, clear, balanced and engaging sound that they produce.

To be clear I’m not a sound engineer, I just enjoy mixing and making music in my spare time. I purchased them to replace a pair of Alesis Monitor One MKII as I didn’t have enough space for the larger monitors.

I use the E4.5s both for listening to music and for mixing and they are perfect for both. The soundstage is nice and wide and they sound pretty flat for a "
709,... than a review I bought these speakers and was happy when I got them out the box build qaulity ...,3,This is more of a question than a review I bought these speakers and was happy when I got them out the box build qaulity is excellent but when plugged then in I got no power what so ever I was quite confused by this and after emailing inta sound asking for an exchange I decided to have another look at them and noticed the fuse was blown I was just wondering if anyone else had experienced this or weather it was just bad luck that I received a faulty pair of monitors ? Thanks in advance
710,great,5,Sound is nice and clear with these. Nice and flat sound makes it good to produce music with better clarity and also good for mixing music
711,Excellent speakers. Comes with a power lead that doesn't ...,5,Excellent speakers. Comes with a power lead that doesn't fit UK socket though. Had to purchase a power lead.
712,Crap Product,1,Had since February. Now mains socket crackles and cuts out music. Crap product and Amazon won't let me return it. Very disappointed
713,which despite the rave reviews were pretty dire for music playback,5,"Got these to replace a pair of Creative T20's, which despite the rave reviews were pretty dire for music playback. I'm not an audiophile, but the quality of sound produced by the Ceres is a revelation in comparison. The speakers will still be bedding in so the sound will only improve. Very pleased with purchase."
714,Four years later - in constant use - sounding better than ever,5,"UPDATE - so.. four years after buying them. I'm just sat here listening to some bass heavy drum and bass and thinking just how damn fine these speakers are. Superb sounding, crisp bass and clean high frequencies... still great after four years of daily heavy use.

(the original review>>) accurate, balanced, clean, chunky and rather sweet......... love them and happy to recommend. Great value and great sound"
715,ok,5,"Incredible sound, good quality!"
716,Great little speakers,5,"Great speakers... really compact, yet with a beautiful, balanced sound. Wide range of connections, including bluetooth connectivity. They also have a basic ""equalizer"" (high/low), but the sound is so good that I didn't even touch it. With my previous speakers, from a famous German low-cost brand, I couldn't achieve a decent sound no matter how I set them, though they were advertised as monitor speakers.
Highly recommended and well worth the price."
717,Really clear sound and excellent for listening to classic rock and hearing all instruments ...,4,"Really clear sound and excellent for listening to classic rock and hearing all instruments without vocals being ruined.
Poor bass, but to be expected.
Recommended speakers for sure."
718,I bought these speakers at the beginning of Jan 2016 ...,2,"I bought these speakers at the beginning of Jan 2016 and thought the sound was OK (not as special as I was expecting). There was some background 'hum' and buzzing and after a week they just wouldn't power up one morning. I checked fuses which were all OK. No idea what could possibly have gone wrong. I reported it to Amazon and was offered a full refund but I'd rather have had a working set of speakers.
On the plus side, there's loads of connections and build quality felt good."
